event_id,hex_id,timestamp,label,tier,coordinate_precision,village,event_type,event_severity
E022,8860064e4bfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E022,8860064e59fffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E022,8860064e5dfffff,2010-09-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E023,88600640b5fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,88600640b7fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,8860064e41fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,8860064e43fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,8860064e49fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,8860064e4bfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,8860064e5dfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E023,88600640b5fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,88600640b7fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,8860064e41fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,8860064e43fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,8860064e49fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,8860064e4bfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,8860064e5dfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E023,8860064e41fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,8860064e43fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,8860064e45fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,8860064e47fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,8860064e49fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,8860064e4bfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,8860064e4dfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E023,88600640b1fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E023,88600640b3fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E023,88600640b5fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E023,88600640b7fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E023,8860064e4bfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E023,8860064e59fffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E023,8860064e5dfffff,2011-08-02T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E024,88600640b5fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,88600640b7fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,8860064e41fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,8860064e43fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,8860064e49fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,8860064e4bfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,8860064e5dfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E024,88600640b5fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,88600640b7fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,8860064e41fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,8860064e43fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,8860064e49fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,8860064e4bfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,8860064e5dfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E024,8860064e41fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,8860064e43fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,8860064e45fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,8860064e47fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,8860064e49fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,8860064e4bfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,8860064e4dfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E024,88600640b1fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E024,88600640b3fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E024,88600640b5fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E024,88600640b7fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E024,8860064e4bfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E024,8860064e59fffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E024,8860064e5dfffff,2012-09-28T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,88600640b5fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,88600640b7fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,8860064e41fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,8860064e43fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,8860064e49fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,8860064e4bfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,8860064e5dfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E025,88600640b5fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,88600640b7fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,8860064e41fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,8860064e43fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,8860064e49fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,8860064e4bfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,8860064e5dfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E025,8860064e41fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,8860064e43fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,8860064e45fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,8860064e47fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,8860064e49fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,8860064e4bfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,8860064e4dfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E025,88600640b1fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,88600640b3fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,88600640b5fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,88600640b7fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,8860064e4bfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,8860064e59fffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E025,8860064e5dfffff,2020-10-15T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E026,88600640b5fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,88600640b7fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,8860064e41fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,8860064e43fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,8860064e49fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,8860064e4bfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,8860064e5dfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,moderate
E026,88600640b5fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,88600640b7fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,8860064e41fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,8860064e43fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,8860064e49fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,8860064e4bfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,8860064e5dfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,moderate
E026,8860064e41fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,8860064e43fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,8860064e45fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,8860064e47fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,8860064e49fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,8860064e4bfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,8860064e4dfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,moderate
E026,88600640b1fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E026,88600640b3fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E026,88600640b5fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E026,88600640b7fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E026,8860064e4bfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E026,8860064e59fffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E026,8860064e5dfffff,2022-08-04T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,moderate
E027,88600640b5fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,88600640b7fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,8860064e41fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,8860064e43fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,8860064e49fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,8860064e4bfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,8860064e5dfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E027,88600640b5fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,88600640b7fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,8860064e41fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,8860064e43fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,8860064e49fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,8860064e4bfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,8860064e5dfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E027,8860064e41fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,8860064e43fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,8860064e45fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,8860064e47fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,8860064e49fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,8860064e4bfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,8860064e4dfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E027,88600640b1fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E027,88600640b3fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E027,88600640b5fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E027,88600640b7fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E027,8860064e4bfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E027,8860064e59fffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E027,8860064e5dfffff,2023-08-24T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E028,88600640b5fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,88600640b7fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,8860064e41fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,8860064e43fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,8860064e49fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,8860064e4bfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,8860064e5dfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E028,88600640b5fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,88600640b7fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,8860064e41fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,8860064e43fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,8860064e49fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,8860064e4bfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,8860064e5dfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E028,8860064e41fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,8860064e43fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,8860064e45fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,8860064e47fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,8860064e49fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,8860064e4bfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,8860064e4dfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E028,88600640b1fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E028,88600640b3fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E028,88600640b5fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E028,88600640b7fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E028,8860064e4bfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E028,8860064e59fffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E028,8860064e5dfffff,2021-06-12T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E029,88600640b5fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,88600640b7fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,8860064e41fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,8860064e43fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,8860064e49fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,8860064e4bfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,8860064e5dfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Mundakkai,flash_flood,moderate
E029,88600640b5fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,88600640b7fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,8860064e41fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,8860064e43fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,8860064e49fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,8860064e4bfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,8860064e5dfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Chooralmala,flash_flood,moderate
E029,8860064e41fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,8860064e43fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,8860064e45fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,8860064e47fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,8860064e49fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,8860064e4bfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,8860064e4dfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Attamala,flash_flood,moderate
E029,88600640b1fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E029,88600640b3fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E029,88600640b5fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E029,88600640b7fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E029,8860064e4bfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E029,8860064e59fffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E029,8860064e5dfffff,2019-10-25T00:00:00+00:00,positive,Red,village-level,Punjirimattom,flash_flood,moderate
E030,88600640b5fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,88600640b7fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,8860064e41fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,8860064e43fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,8860064e49fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,8860064e4bfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,8860064e5dfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Mundakkai,landslide,low
E030,88600640b5fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,88600640b7fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,8860064e41fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,8860064e43fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,8860064e49fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,8860064e4bfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,8860064e5dfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Chooralmala,landslide,low
E030,8860064e41fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,8860064e43fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,8860064e45fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,8860064e47fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,8860064e49fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,8860064e4bfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,8860064e4dfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Attamala,landslide,low
E030,88600640b1fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E030,88600640b3fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E030,88600640b5fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E030,88600640b7fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E030,8860064e4bfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E030,8860064e59fffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
E030,8860064e5dfffff,2018-05-30T00:00:00+00:00,positive,Red,village-level,Punjirimattom,landslide,low
