region,point,event_id,snapshot_timestamp,sample_type,tier,elevation,slope_deg,aspect,TWI,TRI,distance_to_river_m,flow_accumulation_cells,drainage_density_km_per_km2,cwc_danger_level_m,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_72h_antecedent,antecedent_precipitation_index,rain_intensity_mm_hr,soil_saturation_ratio,river_water_level_m,river_level_change_m_per_hr,tier_int
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1989-0054,1989-07-26T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.9,4.4,6.1,15.0,32.3,7.9299,1.9,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1989-0054,1989-07-27T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.2,5.0,13.3,27.0,45.6,10.7503,1.2,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0085,1990-07-07T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.1,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0085,1990-07-08T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,1.1,4.1,16.3,16.3,4.3417,0.3,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0085,1990-07-09T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,1.3,5.8,25.0,41.3,5.8771,0.1,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0085,1990-07-09T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,2.3,6.1,23.3,48.6,4.7,0.4,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0085,1990-07-09T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,0.7,1.2,14.3,49.8,2.8595,0.4,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0085,1990-07-10T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.4,8.9,50.2,1.0784,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0091,1990-07-26T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,1.4,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0091,1990-07-27T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,7.9,20.2,28.8,55.1,55.1,29.367,7.9,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0091,1990-07-28T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.0,2.9,6.2,63.7,118.8,8.8163,1.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0091,1990-07-28T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,1.2,3.3,23.3,128.7,4.4689,0.1,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0091,1990-07-28T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.0,2.8,4.4,20.5,133.1,4.6502,1.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1990-0091,1990-07-29T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.1,1.8,2.8,17.1,135.9,5.01,1.1,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0120,1991-06-02T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0120,1991-06-03T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.2,1.1,14.6,14.6,2.6539,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0120,1991-06-04T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,15.0,29.6,1.4613,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0120,1991-06-04T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,1.9,3.3,5.4,33.3,3.5263,0.5,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0120,1991-06-04T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,0.9,2.8,6.5,36.1,3.1328,0.4,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0120,1991-06-05T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.7,2.3,8.8,38.4,2.4587,0.2,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0124,1991-09-03T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,1.2,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0124,1991-09-04T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,2.0,4.6,21.8,21.8,4.5864,0.5,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0124,1991-09-05T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.1,10.3,32.1,0.7832,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0124,1991-09-05T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,2.1,6.4,7.5,38.9,3.6769,0.1,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0124,1991-09-05T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,0.7,0.8,7.7,39.7,2.1868,0.5,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1991-0124,1991-09-06T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.2,7.8,39.9,0.8247,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1992-0082,1992-07-09T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,2.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1992-0082,1992-07-10T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,2.5,6.2,19.3,19.3,5.3316,0.5,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1992-0082,1992-07-11T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.4,4.1,6.4,16.5,35.8,6.3485,1.4,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1992-0082,1992-07-11T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.6,5.2,8.6,21.9,50.1,8.6184,1.6,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1992-0082,1992-07-11T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.5,3.9,7.1,27.8,57.2,12.5232,2.5,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1992-0082,1992-07-12T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.0,4.9,17.4,38.8,74.6,12.2407,1.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0072,1993-06-28T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0072,1993-06-29T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,0.2,1.2,10.6,10.6,1.9977,0.1,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0072,1993-06-30T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,2.2,5.5,16.1,26.7,5.4461,0.6,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0072,1993-06-30T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,0.8,5.2,22.8,38.7,5.4136,0.3,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0072,1993-06-30T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,1.4,3.8,21.3,42.5,4.4208,0.2,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0072,1993-07-01T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,9.3,27.0,38.5,54.3,81.0,36.0052,9.3,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0082,1993-08-05T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.2,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0082,1993-08-06T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,11.3,32.1,48.6,67.6,67.6,45.225,11.3,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0082,1993-08-07T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,1.1,6.2,78.1,145.7,8.5563,0.2,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0082,1993-08-07T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.6,3.9,8.7,26.5,155.0,7.8159,1.6,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0082,1993-08-07T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.2,5.6,10.2,25.7,165.2,10.9647,2.2,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1993-0082,1993-08-08T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.3,4.5,10.6,30.1,175.8,10.3059,1.3,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1995-0136,1995-07-02T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1995-0136,1995-07-03T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,5.0,5.0,0.6201,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1995-0136,1995-07-04T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,1.7,6.8,16.1,21.1,6.1443,0.5,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1995-0136,1995-07-04T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.5,5.7,9.7,28.1,36.4,9.3093,1.5,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1995-0136,1995-07-04T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.9,3.9,8.2,30.3,44.6,8.537,0.9,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1995-0136,1995-07-05T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,0.7,2.3,25.8,46.9,4.3997,0.4,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0120,1997-06-25T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0120,1997-06-26T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,6.2,6.2,0.6032,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0120,1997-06-27T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.1,3.2,9.4,0.3006,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0120,1997-06-27T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,1.0,2.4,5.0,13.6,2.0554,0.2,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0120,1997-06-27T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.5,4.8,14.1,0.9161,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0120,1997-06-28T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,0.6,1.0,5.7,15.1,1.1948,0.3,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0124,1997-07-09T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,6.1,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0124,1997-07-10T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.9,33.6,33.6,2.2751,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0124,1997-07-11T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.2,1.6,13.6,47.2,2.2848,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0124,1997-07-11T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.3,5.6,12.5,20.7,63.6,8.9819,1.3,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0124,1997-07-11T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,1.0,2.3,20.3,65.9,4.9548,0.4,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0124,1997-07-12T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,1.5,3.1,21.8,69.0,4.302,0.6,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0131,1997-08-03T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0131,1997-08-04T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,1.3,3.9,14.6,14.6,4.1101,0.2,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0131,1997-08-05T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,0.5,0.7,7.3,21.9,1.8286,0.3,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0131,1997-08-05T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.2,3.5,13.0,31.7,3.2777,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0131,1997-08-05T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,10.5,31.7,1.3362,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0131,1997-08-06T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.8,1.7,11.5,33.4,1.42,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0132,1997-08-07T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0132,1997-08-08T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.7,1.8,14.1,14.1,2.411,0.2,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0132,1997-08-09T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.9,5.0,8.3,15.7,29.8,8.4347,1.9,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0132,1997-08-09T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,1.9,6.3,26.9,45.1,6.2719,0.4,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0132,1997-08-09T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.0,3.4,4.2,27.8,49.3,5.7061,1.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1997-0132,1997-08-10T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.0,4.5,7.7,27.2,57.0,9.7867,2.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0110,1998-07-04T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0110,1998-07-05T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,5.6,5.6,0.5633,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0110,1998-07-06T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,15.5,21.1,1.7043,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0110,1998-07-06T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.9,4.9,10.4,16.9,34.2,7.6129,0.9,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0110,1998-07-06T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,1.5,3.8,16.9,38.0,5.645,0.6,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0110,1998-07-07T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.7,2.4,4.4,21.3,42.4,4.7819,0.7,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0115,1998-08-02T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,1.1,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0115,1998-08-03T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.1,2.8,7.2,41.3,41.3,9.9123,1.1,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0115,1998-08-04T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,2.5,5.4,27.3,68.6,6.1043,0.6,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0115,1998-08-04T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,2.0,5.9,23.2,78.9,5.7967,0.4,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0115,1998-08-04T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,1.2,3.6,19.3,82.5,3.9622,0.1,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0115,1998-08-05T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,3.3,7.6,8.7,22.6,91.2,11.6529,3.3,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0116,1998-08-11T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.9,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0116,1998-08-12T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.7,3.2,8.1,34.1,34.1,8.8783,0.7,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0116,1998-08-13T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.2,2.2,2.2,21.0,55.1,4.8691,1.2,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0116,1998-08-13T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.3,11.1,23.9,47.9,99.9,20.1822,2.3,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0116,1998-08-13T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,1.3,4.1,51.1,104.0,9.5046,0.3,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1998-0116,1998-08-14T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.2,6.8,8.0,56.9,112.0,10.3569,2.2,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0080,1999-06-22T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.3,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0080,1999-06-23T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.2,14.0,14.0,1.3813,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0080,1999-06-24T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,8.5,23.3,36.7,47.1,61.1,32.9897,8.5,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0080,1999-06-24T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.1,2.7,77.9,96.9,11.5144,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0080,1999-06-24T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.6,2.6,3.2,75.7,100.1,9.938,1.6,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0080,1999-06-25T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,3.0,9.7,48.7,109.8,7.7791,0.6,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0081,1999-06-25T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.3,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0081,1999-06-26T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.6,1.5,12.7,12.7,2.5045,0.2,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0081,1999-06-27T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,3.7,7.5,8.7,22.8,35.5,12.6313,3.7,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0081,1999-06-27T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,2.3,12.0,63.0,85.5,15.5658,0.3,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0081,1999-06-27T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,1.3,3.4,62.1,88.9,8.1625,0.5,,,,3
